origen,destino,tiempo
N108,N176,36
N108,N177,94
N108,N178,84
N108,N179,102
N108,N180,84
N108,N181,62
N108,N182,74
N108,N183,80
N108,N184,66
N108,N185,35
N108,N186,102
N108,N187,93
N108,N188,47
N108,N189,38
N108,N190,59
N108,N191,12
N108,N192,110
N108,N193,81
N108,N194,118
N108,N195,70
N108,N196,116
N108,N197,52
N108,N198,38
N108,N199,67
N108,N200,102
N109,N110,91
N109,N111,114
N109,N112,116
N109,N113,28
N109,N114,6
N109,N115,49
N109,N116,36
N109,N117,75
N109,N118,24
N109,N119,39
N109,N120,73
N109,N121,20
N109,N122,23
N109,N123,25
N109,N124,112
N109,N125,38
N109,N126,91
N109,N127,79
N109,N128,10
N109,N129,50
N109,N130,44
N109,N131,11
N109,N132,84
N109,N133,16
N109,N134,29
N109,N135,11
N109,N136,85
N109,N137,59
N109,N138,55
N109,N139,24
N109,N140,23
N109,N141,58
N109,N142,30
N109,N143,5
N109,N144,8
N109,N145,30
N109,N146,111
N109,N147,60
N109,N148,38
N109,N149,12
N109,N150,88
N109,N151,39
N109,N152,10
N109,N153,95
N109,N154,80
N109,N155,12
N109,N156,38
N109,N157,47
N109,N158,65
N109,N159,8
N109,N160,66
N109,N161,23
N109,N162,41
N109,N163,70
N109,N164,20
N109,N165,27
N109,N166,101
N109,N167,58
N109,N168,88
N109,N169,65
N109,N170,57
N109,N171,88
N109,N172,90
N109,N173,53
N109,N174,109
N109,N175,118
N109,N176,24
N109,N177,120
N109,N178,97
N109,N179,100
N109,N180,39
N109,N181,7
N109,N182,39
N109,N183,54
N109,N184,40
N109,N185,61
N109,N186,26
N109,N187,104
N109,N188,52
N109,N189,10
N109,N190,118
N109,N191,34
N109,N192,70
N109,N193,95
N109,N194,106
N109,N195,18
N109,N196,5
N109,N197,22
N109,N198,41
N109,N199,113
N109,N200,93
N110,N111,50
N110,N112,89
N110,N113,92
N110,N114,14
N110,N115,83
N110,N116,54
N110,N117,73
N110,N118,115
N110,N119,42
N110,N120,117
N110,N121,43
N110,N122,93
N110,N123,86
N110,N124,36
N110,N125,21
N110,N126,71
N110,N127,27
N110,N128,15
N110,N129,63
N110,N130,108
N110,N131,25
N110,N132,94
N110,N133,78
N110,N134,44
N110,N135,71
N110,N136,71
N110,N137,55
N110,N138,80
N110,N139,58
N110,N140,103
N110,N141,61
N110,N142,71
N110,N143,75
N110,N144,100
N110,N145,119
N110,N146,50
N110,N147,70
N110,N148,28
N110,N149,31
N110,N150,87
N110,N151,48
N110,N152,84
N110,N153,25
N110,N154,55
N110,N155,107
N110,N156,80
N110,N157,40
N110,N158,100
N110,N159,11
N110,N160,62
N110,N161,77
N110,N162,22
N110,N163,67
N110,N164,48
N110,N165,26
N110,N166,5
N110,N167,8
N110,N168,11
N110,N169,23
N110,N170,49
N110,N171,63
N110,N172,91
N110,N173,100
N110,N174,58
N110,N175,80
N110,N176,41
N110,N177,43
N110,N178,102
N110,N179,101
N110,N180,98
N110,N181,13
N110,N182,20
N110,N183,68
N110,N184,49
N110,N185,78
N110,N186,72
N110,N187,45
N110,N188,116
N110,N189,104
N110,N190,78
N110,N191,42
N110,N192,48
N110,N193,27
N110,N194,70
N110,N195,68
N110,N196,89
N110,N197,109
N110,N198,51
N110,N199,62
N110,N200,36
N111,N112,49
N111,N113,67
N111,N114,106
N111,N115,35
N111,N116,72
N111,N117,7
N111,N118,89
N111,N119,42
N111,N120,16
N111,N121,61
N111,N122,63
N111,N123,91
N111,N124,42
N111,N125,38
N111,N126,22
N111,N127,14
N111,N128,59
N111,N129,39
N111,N130,85
N111,N131,102
N111,N132,33
N111,N133,93
N111,N134,67
N111,N135,95
N111,N136,28
N111,N137,119
N111,N138,66
N111,N139,6
N111,N140,114
N111,N141,116
N111,N142,117
N111,N143,33
N111,N144,80
N111,N145,107
N111,N146,6
N111,N147,47
N111,N148,14
N111,N149,11
N111,N150,34
N111,N151,23
N111,N152,89
N111,N153,104
N111,N154,10
N111,N155,44
N111,N156,43
N111,N157,33
N111,N158,106
N111,N159,58
N111,N160,88
N111,N161,24
N111,N162,76
N111,N163,36
N111,N164,43
N111,N165,21
N111,N166,101
N111,N167,41
N111,N168,100
N111,N169,100
N111,N170,90
N111,N171,29
N111,N172,7
N111,N173,79
N111,N174,88
N111,N175,22
N111,N176,97
N111,N177,88
N111,N178,73
N111,N179,80
N111,N180,79
N111,N181,40
N111,N182,18
N111,N183,28
N111,N184,95
N111,N185,51
N111,N186,49
N111,N187,120
N111,N188,6
N111,N189,83
N111,N190,72
N111,N191,118
N111,N192,28
N111,N193,59
N111,N194,19
N111,N195,67
N111,N196,28
N111,N197,59
N111,N198,89
N111,N199,109
N111,N200,118
N112,N113,63
N112,N114,86
N112,N115,36
N112,N116,17
N112,N117,62
N112,N118,8
N112,N119,28
N112,N120,44
N112,N121,118
N112,N122,33
N112,N123,71
N112,N124,105
N112,N125,114
N112,N126,12
N112,N127,55
N112,N128,32
N112,N129,97
N112,N130,113
N112,N131,97
N112,N132,59
N112,N133,69
N112,N134,12
N112,N135,66
N112,N136,96
N112,N137,10
N112,N138,93
N112,N139,28
N112,N140,99
N112,N141,45
N112,N142,120
N112,N143,51
N112,N144,46
N112,N145,36
N112,N146,40
N112,N147,12
N112,N148,11
N112,N149,69
N112,N150,103
N112,N151,82
N112,N152,47
N112,N153,35
N112,N154,32
N112,N155,5
N112,N156,17
N112,N157,31
N112,N158,60
N112,N159,7
N112,N160,9
N112,N161,107
N112,N162,6
N112,N163,56
N112,N164,59
N112,N165,15
N112,N166,19
N112,N167,32
N112,N168,35
N112,N169,12
N112,N170,68
N112,N171,43
N112,N172,78
N112,N173,62
N112,N174,115
N112,N175,84
N112,N176,14
N112,N177,105
N112,N178,10
N112,N179,107
N112,N180,23
N112,N181,26
N112,N182,27
N112,N183,56
N112,N184,95
N112,N185,88
N112,N186,77
N112,N187,50
N112,N188,34
N112,N189,18
N112,N190,5
N112,N191,9
N112,N192,113
N112,N193,21
N112,N194,114
N112,N195,62
N112,N196,119
N112,N197,53
N112,N198,101
N112,N199,116
N112,N200,19
N113,N114,120
N113,N115,30
N113,N116,50
N113,N117,102
N113,N118,60
N113,N119,10
N113,N120,28
N113,N121,81
N113,N122,28
N113,N123,43
N113,N124,30
N113,N125,17
N113,N126,117
N113,N127,10
N113,N128,81
N113,N129,39
N113,N130,68
N113,N131,35
N113,N132,75
N113,N133,120
N113,N134,46
N113,N135,82
N113,N136,6
N113,N137,18
N113,N138,76
N113,N139,117
N113,N140,53
N113,N141,54
N113,N142,29
N113,N143,48
N113,N144,52
N113,N145,62
N113,N146,16
N113,N147,70
N113,N148,22
N113,N149,91
N113,N150,32
N113,N151,38
N113,N152,100
N113,N153,72
N113,N154,18
N113,N155,73
N113,N156,117
N113,N157,16
N113,N158,64
N113,N159,92
N113,N160,83
N113,N161,93
N113,N162,94
N113,N163,68
N113,N164,29
N113,N165,56
N113,N166,81
N113,N167,31
N113,N168,28
N113,N169,25
N113,N170,69
N113,N171,119
N113,N172,71
N113,N173,104
N113,N174,117
N113,N175,60
N113,N176,39
N113,N177,92
N113,N178,67
N113,N179,8
N113,N180,102
N113,N181,27
N113,N182,87
N113,N183,47
N113,N184,61
N113,N185,87
N113,N186,82
N113,N187,118
N113,N188,75
N113,N189,46
N113,N190,49
N113,N191,98
N113,N192,71
N113,N193,70
N113,N194,100
N113,N195,24
N113,N196,59
N113,N197,41
N113,N198,63
N113,N199,37
N113,N200,77
N114,N115,84
N114,N116,50
N114,N117,113
N114,N118,62
N114,N119,23
N114,N120,71
N114,N121,25
N114,N122,19
N114,N123,89
N114,N124,50
N114,N125,19
N114,N126,26
N114,N127,7
N114,N128,39
N114,N129,73
N114,N130,47
N114,N131,89
N114,N132,79
N114,N133,54
N114,N134,21
N114,N135,71
N114,N136,68
N114,N137,75
N114,N138,74
N114,N139,26
N114,N140,16
N114,N141,55
N114,N142,62
N114,N143,90
N114,N144,61
N114,N145,55
N114,N146,82
N114,N147,105
N114,N148,21
N114,N149,9
N114,N150,65
N114,N151,112
N114,N152,14
N114,N153,13
N114,N154,79
N114,N155,110
N114,N156,101
N114,N157,63
N114,N158,8
N114,N159,109
N114,N160,105
N114,N161,89
N114,N162,111
N114,N163,43
N114,N164,55
N114,N165,31
N114,N166,11
N114,N167,34
N114,N168,16
N114,N169,65
N114,N170,55
N114,N171,100
N114,N172,35
N114,N173,61
N114,N174,13
N114,N175,51
N114,N176,8
N114,N177,106
N114,N178,108
N114,N179,118
N114,N180,79
N114,N181,72
N114,N182,8
N114,N183,20
N114,N184,93
N114,N185,10
N114,N186,55
N114,N187,49
N114,N188,92
N114,N189,86
N114,N190,97
N114,N191,97
N114,N192,51
N114,N193,85
N114,N194,7
N114,N195,13
N114,N196,40
N114,N197,64
N114,N198,22
N114,N199,36
N114,N200,118
N115,N116,12
N115,N117,114
N115,N118,30
N115,N119,99
N115,N120,72
N115,N121,110
N115,N122,95
N115,N123,24
N115,N124,29
N115,N125,10
N115,N126,77
N115,N127,76
N115,N128,60
N115,N129,92
N115,N130,120
N115,N131,77
N115,N132,85
N115,N133,55
N115,N134,11
N115,N135,89
N115,N136,103
N115,N137,98
N115,N138,95
N115,N139,109
N115,N140,17
N115,N141,11
N115,N142,14
N115,N143,13
N115,N144,72
N115,N145,51
N115,N146,68
N115,N147,117
N115,N148,73
N115,N149,17
N115,N150,43
N115,N151,21
N115,N152,85
N115,N153,117
N115,N154,74
N115,N155,69
N115,N156,57
N115,N157,88
N115,N158,102
N115,N159,108
N115,N160,101
N115,N161,45
N115,N162,107
N115,N163,61
N115,N164,77
N115,N165,85
N115,N166,37
N115,N167,120
N115,N168,117
N115,N169,73
N115,N170,8
N115,N171,10
N115,N172,29
N115,N173,101
N115,N174,31
N115,N175,41
N115,N176,35
N115,N177,84
N115,N178,115
N115,N179,28
N115,N180,37
N115,N181,19
N115,N182,23
N115,N183,98
N115,N184,40
N115,N185,60
N115,N186,120
N115,N187,12
N115,N188,55
N115,N189,19
N115,N190,39
N115,N191,89
N115,N192,82
N115,N193,111
N115,N194,69
N115,N195,32
N115,N196,104
N115,N197,91
N115,N198,17
N115,N199,91
N115,N200,25
N116,N117,18
N116,N118,110
N116,N119,93
N116,N120,61
N116,N121,59
N116,N122,52
N116,N123,29
N116,N124,42
N116,N125,92
N116,N126,39
N116,N127,42
N116,N128,81
N116,N129,23
N116,N130,51
N116,N131,64
N116,N132,92
N116,N133,101
N116,N134,7
N116,N135,31
N116,N136,41
N116,N137,16
N116,N138,73
N116,N139,84
N116,N140,24
N116,N141,66
N116,N142,29
N116,N143,9
N116,N144,9
N116,N145,68
N116,N146,53
N116,N147,85
N116,N148,34
N116,N149,10
N116,N150,112
N116,N151,92
N116,N152,24
N116,N153,69
N116,N154,11
N116,N155,68
N116,N156,91
N116,N157,72
N116,N158,84
N116,N159,51
N116,N160,67
N116,N161,32
N116,N162,73
N116,N163,29
N116,N164,94
N116,N165,109
N116,N166,27
N116,N167,41
N116,N168,76
N116,N169,42
N116,N170,70
N116,N171,83
N116,N172,96
N116,N173,102
N116,N174,50
N116,N175,26
N116,N176,54
N116,N177,30
N116,N178,94
N116,N179,23
N116,N180,96
N116,N181,93
N116,N182,47
N116,N183,119
N116,N184,67
N116,N185,23
N116,N186,113
N116,N187,52
N116,N188,28
N116,N189,72
N116,N190,19
N116,N191,58
N116,N192,61
N116,N193,81
N116,N194,114
N116,N195,22
N116,N196,103
N116,N197,54
N116,N198,45
N116,N199,62
N116,N200,80
N117,N118,108
N117,N119,49
N117,N120,46
N117,N121,113
N117,N122,72
N117,N123,98
N117,N124,41
N117,N125,10
N117,N126,56
N117,N127,22
N117,N128,57
N117,N129,54
N117,N130,102
N117,N131,19
N117,N132,5
N117,N133,119
N117,N134,62
N117,N135,108
N117,N136,75
N117,N137,41
N117,N138,59
N117,N139,61
N117,N140,79
N117,N141,7
N117,N142,96
N117,N143,109
N117,N144,63
N117,N145,57
N117,N146,111
N117,N147,111
N117,N148,18
N117,N149,48
N117,N150,84
N117,N151,47
N117,N152,53
N117,N153,86
N117,N154,67
N117,N155,98
N117,N156,103
N117,N157,58
N117,N158,100
N117,N159,32
N117,N160,17
N117,N161,85
N117,N162,71
N117,N163,54
N117,N164,113
N117,N165,41
N117,N166,87
N117,N167,37
N117,N168,77
N117,N169,26
N117,N170,85
N117,N171,60
N117,N172,56
N117,N173,116
N117,N174,46
N117,N175,23
N117,N176,70
N117,N177,31
N117,N178,112
N117,N179,106
N117,N180,73
N117,N181,117
N117,N182,95
N117,N183,20
N117,N184,64
N117,N185,26
N117,N186,50
N117,N187,111
N117,N188,10
N117,N189,81
N117,N190,43
N117,N191,39
N117,N192,50
N117,N193,9
N117,N194,24
N117,N195,102
N117,N196,37
N117,N197,89
N117,N198,29
N117,N199,77
N117,N200,82
N118,N119,6
N118,N120,67
N118,N121,109
N118,N122,78
N118,N123,117
N118,N124,63
N118,N125,52
N118,N126,34
N118,N127,45
N118,N128,11
N118,N129,63
N118,N130,73
N118,N131,83
N118,N132,114
N118,N133,105
N118,N134,14
N118,N135,26
N118,N136,120
N118,N137,16
N118,N138,49
N118,N139,68
N118,N140,73
N118,N141,17
N118,N142,93
N118,N143,51
N118,N144,116
N118,N145,36
N118,N146,42
N118,N147,98
N118,N148,95
N118,N149,24
N118,N150,81
N118,N151,25
N118,N152,43
N118,N153,15
N118,N154,72
N118,N155,79
N118,N156,91
N118,N157,34
N118,N158,19
N118,N159,51
N118,N160,13
N118,N161,15
N118,N162,106
N118,N163,86
N118,N164,97
N118,N165,104
N118,N166,17
N118,N167,23
N118,N168,59
N118,N169,61
N118,N170,15
N118,N171,39
N118,N172,86
N118,N173,25
N118,N174,72
N118,N175,61
N118,N176,115
N118,N177,77
N118,N178,66
N118,N179,23
N118,N180,109
N118,N181,34
N118,N182,111
N118,N183,69
N118,N184,118
N118,N185,12
N118,N186,83
N118,N187,33
N118,N188,17
N118,N189,43
N118,N190,80
N118,N191,109
N118,N192,42
N118,N193,47
N118,N194,108
N118,N195,101
N118,N196,24
N118,N197,19
N118,N198,97
N118,N199,79
N118,N200,71
N119,N120,43
N119,N121,65
N119,N122,98
N119,N123,67
N119,N124,49
N119,N125,48
N119,N126,87
N119,N127,16
N119,N128,110
N119,N129,73
N119,N130,56
N119,N131,5
N119,N132,8
N119,N133,68
N119,N134,12
N119,N135,6
N119,N136,34
N119,N137,43
N119,N138,101
N119,N139,102
N119,N140,52
N119,N141,73
N119,N142,67
N119,N143,31
N119,N144,89
N119,N145,65
N119,N146,78
N119,N147,114
N119,N148,45
N119,N149,64
N119,N150,27
N119,N151,11
N119,N152,38
N119,N153,77
N119,N154,62
N119,N155,9
N119,N156,116
N119,N157,50
N119,N158,22
N119,N159,113
N119,N160,62
N119,N161,51
N119,N162,41
N119,N163,91
N119,N164,83
N119,N165,59
N119,N166,25
N119,N167,57
N119,N168,16
N119,N169,88
N119,N170,113
N119,N171,60
N119,N172,17
N119,N173,65
N119,N174,73
N119,N175,57
N119,N176,28
N119,N177,94
N119,N178,32
N119,N179,21
N119,N180,88
N119,N181,33
N119,N182,53
N119,N183,119
N119,N184,7
N119,N185,46
N119,N186,118
N119,N187,118
N119,N188,114
N119,N189,115
N119,N190,35
N119,N191,89
N119,N192,47
N119,N193,105
N119,N194,34
N119,N195,29
N119,N196,41
N119,N197,68
N119,N198,79
N119,N199,49
N119,N200,28
N120,N121,16
N120,N122,78
N120,N123,87
N120,N124,102
N120,N125,73
N120,N126,104
N120,N127,47
N120,N128,26
N120,N129,21
N120,N130,62
N120,N131,63
N120,N132,34
N120,N133,42
N120,N134,11
N120,N135,6
N120,N136,27
N120,N137,11
N120,N138,30
N120,N139,88
N120,N140,33
N120,N141,42
N120,N142,83
N120,N143,85
N120,N144,45
N120,N145,107
N120,N146,12
N120,N147,29
N120,N148,73
N120,N149,23
N120,N150,120
N120,N151,32
N120,N152,44
N120,N153,40
N120,N154,39
N120,N155,19
N120,N156,111
N120,N157,88
N120,N158,119
N120,N159,66
N120,N160,37
N120,N161,47
N120,N162,108
N120,N163,31
N120,N164,59
N120,N165,17
N120,N166,110
N120,N167,46
N120,N168,40
N120,N169,18
N120,N170,31
N120,N171,55
N120,N172,50
N120,N173,78
N120,N174,49
N120,N175,61
N120,N176,81
N120,N177,94
N120,N178,20
N120,N179,112
N120,N180,68
N120,N181,77
N120,N182,118
N120,N183,89
N120,N184,24
N120,N185,73
N120,N186,25
N120,N187,41
N120,N188,25
N120,N189,37
N120,N190,80
N120,N191,75
N120,N192,51
N120,N193,64
N120,N194,37
N120,N195,5
N120,N196,61
N120,N197,63
N120,N198,12
N120,N199,38
N120,N200,74
N121,N122,26
N121,N123,61
N121,N124,97
N121,N125,79
N121,N126,83
N121,N127,71
N121,N128,45
N121,N129,80
N121,N130,93
N121,N131,84
N121,N132,45
N121,N133,54
N121,N134,30
N121,N135,35
N121,N136,25
N121,N137,105
N121,N138,40
N121,N139,12
N121,N140,53
N121,N141,89
N121,N142,55
N121,N143,34
N121,N144,24
N121,N145,43
N121,N146,90
N121,N147,77
N121,N148,53
N121,N149,85
N121,N150,72
N121,N151,31
N121,N152,116
N121,N153,53
N121,N154,90
N121,N155,15
N121,N156,29
N121,N157,110
N121,N158,57
N121,N159,97
N121,N160,93
N121,N161,24
N121,N162,75
N121,N163,102
N121,N164,36
N121,N165,97
N121,N166,91
N121,N167,104
N121,N168,13
N121,N169,100
N121,N170,107
N121,N171,76
N121,N172,37
N121,N173,33
N121,N174,91
N121,N175,59
N121,N176,41
N121,N177,22
N121,N178,110
N121,N179,103
N121,N180,94
N121,N181,94
N121,N182,56
N121,N183,6
N121,N184,111
N121,N185,7
N121,N186,107
N121,N187,86
N121,N188,68
N121,N189,109
N121,N190,60
N121,N191,66
N121,N192,30
N121,N193,105
N121,N194,27
N121,N195,93
N121,N196,26
N121,N197,98
N121,N198,89
N121,N199,60
N121,N200,11
N122,N123,63
N122,N124,109
N122,N125,33
N122,N126,46
N122,N127,16
N122,N128,87
N122,N129,68
N122,N130,110
N122,N131,82
N122,N132,58
N122,N133,72
N122,N134,116
N122,N135,89
N122,N136,103
N122,N137,99
N122,N138,43
N122,N139,60
N122,N140,29
N122,N141,81
N122,N142,102
N122,N143,81
N122,N144,26
N122,N145,50
N122,N146,10
N122,N147,87
N122,N148,99
N122,N149,87
N122,N150,6
N122,N151,88
N122,N152,78
N122,N153,33
N122,N154,106
N122,N155,58
N122,N156,38
N122,N157,23
N122,N158,41
N122,N159,61
N122,N160,62
N122,N161,90
N122,N162,120
N122,N163,113
N122,N164,22
N122,N165,100
N122,N166,26
N122,N167,7
N122,N168,79
N122,N169,57
N122,N170,51
N122,N171,68
N122,N172,28
N122,N173,66
N122,N174,87
N122,N175,55
N122,N176,111
N122,N177,118
N122,N178,15
N122,N179,15
N122,N180,82
N122,N181,51
N122,N182,92
N122,N183,111
N122,N184,10
N122,N185,12
N122,N186,116
N122,N187,57
N122,N188,31
N122,N189,63
N122,N190,80
N122,N191,38
N122,N192,91
N122,N193,85
N122,N194,27
N122,N195,10
N122,N196,57
N122,N197,118
N122,N198,41
N122,N199,102
N122,N200,107
N123,N124,79
N123,N125,30
N123,N126,71
N123,N127,103
N123,N128,106
N123,N129,33
N123,N130,59
N123,N131,118
N123,N132,14
N123,N133,119
N123,N134,45
N123,N135,99
N123,N136,95
N123,N137,45
N123,N138,77
N123,N139,15
N123,N140,13
N123,N141,69
N123,N142,28
N123,N143,82
N123,N144,61
N123,N145,55
N123,N146,10
N123,N147,54
N123,N148,40
N123,N149,25
N123,N150,59
N123,N151,48
N123,N152,29
N123,N153,26
N123,N154,36
N123,N155,38
N123,N156,106
N123,N157,86
N123,N158,65
N123,N159,84
N123,N160,52
N123,N161,103
N123,N162,25
N123,N163,79
N123,N164,85
N123,N165,88
N123,N166,86
N123,N167,105
N123,N168,82
N123,N169,59
N123,N170,24
N123,N171,77
N123,N172,38
N123,N173,103
N123,N174,76
N123,N175,14
N123,N176,14
N123,N177,120
N123,N178,106
N123,N179,11
N123,N180,16
N123,N181,78
N123,N182,23
N123,N183,120
N123,N184,59
N123,N185,5
N123,N186,92
N123,N187,45
N123,N188,119
N123,N189,31
N123,N190,118
N123,N191,113
N123,N192,52
N123,N193,38
N123,N194,31
N123,N195,70
N123,N196,69
N123,N197,17
N123,N198,26
N123,N199,46
N123,N200,44
N124,N125,91
N124,N126,69
N124,N127,47
N124,N128,17
N124,N129,60
N124,N130,61
N124,N131,38
N124,N132,55
N124,N133,83
N124,N134,73
N124,N135,34
N124,N136,70
N124,N137,53
N124,N138,74
N124,N139,87
N124,N140,85
N124,N141,39
N124,N142,105
N124,N143,9
N124,N144,20
N124,N145,81
N124,N146,12
N124,N147,29
N124,N148,75
N124,N149,38
N124,N150,12
N124,N151,40
N124,N152,88
N124,N153,25
N124,N154,106
N124,N155,66
N124,N156,90
N124,N157,37
N124,N158,44
N124,N159,112
N124,N160,34
N124,N161,65
N124,N162,86
N124,N163,11
N124,N164,95
N124,N165,111
N124,N166,100
N124,N167,11
N124,N168,33
N124,N169,56
N124,N170,90
N124,N171,107
N124,N172,42
N124,N173,80
N124,N174,82
N124,N175,14
N124,N176,64
N124,N177,70
N124,N178,24
N124,N179,42
N124,N180,65
N124,N181,88
N124,N182,67
N124,N183,60
N124,N184,14
N124,N185,5
N124,N186,22
N124,N187,100
N124,N188,61
N124,N189,38
N124,N190,99
N124,N191,91
N124,N192,53
N124,N193,42
N124,N194,62
N124,N195,120
N124,N196,85
N124,N197,92
N124,N198,13
N124,N199,114
N124,N200,70
N125,N126,17
N125,N127,61
N125,N128,106
N125,N129,63
N125,N130,36
N125,N131,63
N125,N132,6
N125,N133,103
N125,N134,18
N125,N135,66
N125,N136,91
N125,N137,22
N125,N138,57
N125,N139,9
N125,N140,64
N125,N141,90
N125,N142,87
N125,N143,50
N125,N144,106
N125,N145,37
N125,N146,32
N125,N147,76
N125,N148,96
N125,N149,30
N125,N150,81
N125,N151,46
N125,N152,120
N125,N153,49
N125,N154,90
N125,N155,86
N125,N156,12
N125,N157,40
N125,N158,19
N125,N159,30
N125,N160,47
N125,N161,85
N125,N162,37
N125,N163,92
N125,N164,79
N125,N165,11
N125,N166,113
N125,N167,52
N125,N168,116
N125,N169,38
N125,N170,47
N125,N171,64
N125,N172,103
N125,N173,14
N125,N174,79
N125,N175,100
N125,N176,108
N125,N177,39
N125,N178,117
N125,N179,28
N125,N180,76
N125,N181,73
N125,N182,86
N125,N183,62
N125,N184,38
N125,N185,110
N125,N186,93
N125,N187,110
N125,N188,90
N125,N189,38
N125,N190,113
N125,N191,64
N125,N192,31
N125,N193,7
N125,N194,36
N125,N195,30
N125,N196,85
N125,N197,26
N125,N198,39
N125,N199,73
N125,N200,107
N126,N127,65
N126,N128,92
N126,N129,84
N126,N130,101
N126,N131,9
N126,N132,108
N126,N133,105
N126,N134,60
N126,N135,118
N126,N136,92
N126,N137,90
N126,N138,45
N126,N139,108
N126,N140,115
N126,N141,73
N126,N142,44
N126,N143,106
N126,N144,47
N126,N145,103
N126,N146,67
N126,N147,43
N126,N148,31
N126,N149,96
N126,N150,10
N126,N151,79
N126,N152,96
N126,N153,92
N126,N154,75
N126,N155,64
N126,N156,58
N126,N157,71
N126,N158,48
N126,N159,65
N126,N160,96
N126,N161,7
N126,N162,28
N126,N163,14
N126,N164,25
N126,N165,11
N126,N166,70
N126,N167,113
N126,N168,63
N126,N169,28
N126,N170,109
N126,N171,23
N126,N172,60
N126,N173,114
N126,N174,86
N126,N175,82
N126,N176,64
N126,N177,62
N126,N178,27
N126,N179,101
N126,N180,65
N126,N181,81
N126,N182,101
N126,N183,18
N126,N184,42
N126,N185,69
N126,N186,90
N126,N187,64
N126,N188,102
N126,N189,8
N126,N190,89
N126,N191,22
N126,N192,36
N126,N193,83
N126,N194,90
N126,N195,20
N126,N196,87
N126,N197,100
N126,N198,80
N126,N199,64
N126,N200,114
N127,N128,43
N127,N129,115
N127,N130,20
N127,N131,44
N127,N132,120
N127,N133,16
N127,N134,112
N127,N135,103
N127,N136,103
N127,N137,83
N127,N138,103
N127,N139,103
N127,N140,111
N127,N141,71
N127,N142,53
N127,N143,110
N127,N144,6
N127,N145,93
N127,N146,75
N127,N147,106
N127,N148,36
N127,N149,9
N127,N150,117
N127,N151,7
N127,N152,106
N127,N153,51
N127,N154,59
N127,N155,41
N127,N156,29
N127,N157,40
N127,N158,28
N127,N159,13
N127,N160,18
N127,N161,26
N127,N162,71
N127,N163,13
N127,N164,99
N127,N165,66
N127,N166,47
N127,N167,111
N127,N168,92
N127,N169,47
N127,N170,33
N127,N171,54
N127,N172,52
N127,N173,54
N127,N174,32
N127,N175,106
N127,N176,51
N127,N177,117
N127,N178,78
N127,N179,53
N127,N180,115
N127,N181,17
N127,N182,88
N127,N183,84
N127,N184,62
N127,N185,80
N127,N186,7
N127,N187,98
N127,N188,117
N127,N189,91
N127,N190,60
N127,N191,48
N127,N192,26
N127,N193,88
N127,N194,83
N127,N195,61
N127,N196,78
N127,N197,115
N127,N198,99
N127,N199,75
N127,N200,59
N128,N129,117
N128,N130,103
N128,N131,41
N128,N132,102
N128,N133,14
N128,N134,86
N128,N135,100
N128,N136,18
N128,N137,72
N128,N138,62
N128,N139,16
N128,N140,120
N128,N141,6
N128,N142,13
N128,N143,88
N128,N144,113
N128,N145,64
N128,N146,75
N128,N147,55
N128,N148,22
N128,N149,54
N128,N150,98
N128,N151,97
N128,N152,58
N128,N153,77
N128,N154,39
N128,N155,34
N128,N156,114
N128,N157,92
N128,N158,79
N128,N159,81
N128,N160,101
N128,N161,64
N128,N162,51
N128,N163,63
N128,N164,52
N128,N165,50
N128,N166,93
N128,N167,83
N128,N168,34
N128,N169,103
N128,N170,51
N128,N171,67
N128,N172,62
N128,N173,48
N128,N174,73
N128,N175,63
N128,N176,101
N128,N177,7
N128,N178,54
N128,N179,78
N128,N180,37
N128,N181,111
N128,N182,45
N128,N183,47
N128,N184,24
N128,N185,8
N128,N186,72
N128,N187,79
N128,N188,30
N128,N189,5
N128,N190,46
N128,N191,95
N128,N192,107
N128,N193,98
N128,N194,9
N128,N195,83
N128,N196,89
N128,N197,84
N128,N198,17
N128,N199,66
N128,N200,46
N129,N130,6
N129,N131,115
N129,N132,25
N129,N133,100
N129,N134,119
N129,N135,77
N129,N136,29
N129,N137,13
N129,N138,7
N129,N139,114
N129,N140,37
N129,N141,34
N129,N142,14
N129,N143,54
N129,N144,49
N129,N145,97
N129,N146,91
N129,N147,40
N129,N148,76
N129,N149,114
N129,N150,35
N129,N151,34
N129,N152,39
N129,N153,12
N129,N154,67
N129,N155,53
N129,N156,93
N129,N157,13
N129,N158,97
N129,N159,63
N129,N160,88
N129,N161,114
N129,N162,24
N129,N163,83
N129,N164,88
N129,N165,70
N129,N166,90
N129,N167,76
N129,N168,15
N129,N169,67
N129,N170,65
N129,N171,97
N129,N172,61
N129,N173,50
N129,N174,39
N129,N175,56
N129,N176,89
N129,N177,87
N129,N178,63
N129,N179,49
N129,N180,27
N129,N181,63
N129,N182,104
N129,N183,11
N129,N184,52
N129,N185,96
N129,N186,88
N129,N187,71
N129,N188,13
N129,N189,72
N129,N190,98
N129,N191,82
N129,N192,100
N129,N193,6
N129,N194,115
N129,N195,79
N129,N196,73
N129,N197,93
N129,N198,45
N129,N199,9
N129,N200,32
N130,N131,28
N130,N132,103
N130,N133,15
N130,N134,30
N130,N135,72
N130,N136,52
N130,N137,96
N130,N138,60
N130,N139,106
N130,N140,29
N130,N141,116
N130,N142,72
N130,N143,108
N130,N144,27
N130,N145,55
N130,N146,62
N130,N147,54
N130,N148,44
N130,N149,63
N130,N150,53
N130,N151,115
N130,N152,68
